type,title,detail,created_time,url
comment,นิเทศ ม.สารคาม,ค่าเทอประมาณเท่าไหร่ค่ะ ?,2015-09-04 19:38:02,https://pantip.com/topic/33764315
comment,นิเทศ ม.สารคาม,สาขาอะไรที่เกี่ยวกับ พวกกล้องบ้างครับ,2019-12-02 19:19:02,https://pantip.com/topic/33764315
topic,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,สมัยใหม่ แต่เวลายิ้มแล้วเค้าดูน่ารักดี น้องใส่รองเท้าสีแดง ผมยาวมัดรวบ ผิวไม่ขาวมาก แต่ก็ไม่ดำ ผมไม่รู้ว่าน้องอยู่คณะอะไร เพราะมองติ้งไม่ทัน เห็นแต่สีเขียวๆ จะกวักมือเรียกก็ไม่ทัน เพราะน้องเดินเข้าหอไปแล้ว ผมก็ติดหน้าที่สตาฟอยู่ด้วย ที่ทันเห็นก็มีแค่น้องใส่,2015-08-27 18:05:54,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,ขอให้เจอนะค่ะ เอาใจช่วย ><,2015-08-27 22:51:59,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,โมเม้นเหมือน จขกท เลยค่ะรอยยิ้มน่ารักๆ ตรงวงเวียนทางออกซอยลีลา เด็กปี1ที่มีผ้าสีน้ำเงินติดอยู่ที่แขน ,2015-08-28 01:46:15,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,วันนี้เจอน้องนั่งวินมาลงหน้าหออีกแล้ว ใส่เสื้อสีดำลายหนุมาน,2015-08-28 14:52:20,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,เหมือนเพื่อนเราคนนึง อยู่คนละคณะ เคยเห็นนางใส่เสื้อดำลายหนุมาน(แบบที่ จขกท เคยเห็นรึป่าวไม่รู้ไปหอสมุด) ตัวเล็กๆถ้าเป็นเพื่อนเราโลกจะกลมมาก,2015-08-28 15:13:47,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,จขกท ติดต่อมาที มีน้องที่รู้จักลักษณะคล้ายกัน,2015-08-28 15:26:22,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,หวัดดี เราศิษย์ที่ม.บูรพา รุ่น ติ้งสีเขียวเหมือนกัน แต่ว่าคนละรุ่นแล้วละ เพราะเรารุ่นพี่ปริญญาพี่หน้า ยังไงก็ขอให้เจอน้องคนนั้นไวๆนะ สู้ๆคะ ,2015-08-28 15:45:22,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,ศึกษาศาสตร์สาขาการสอนภาษาไทยใส่ติ้งสี่เหลี่ยมสีเขียว มีเสื้อเอกสีดำรูปหนุมานตอนนี้เอกไทยปี 3 กำลังเรียนอิเหนาอยู่ บอกขนาดนี้แล้วนะ หาให้เจอล่ะ สู้ๆ ✌🏼✌🏼,2015-08-28 15:54:26,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,ศึกษาศาสตร์ เอกภาษาไทยแน่นอนจ้าหาให้เจอเอาใจช่วย เอกนี้หน้าตาดีหลายคนนะเออออจากรุ่นพี่เอกภาษาไทย ,2015-08-28 16:10:14,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,เราก็เป็นรุ่นพี่เอกภาษาไทย   ตอนนี้ในเอกมีน้องแค่ปีสามกับปีสี่    หาให้เจอนะ  มีไม่เยอะหรอก  เอาใจช่วยค่ะ,2015-08-28 17:06:21,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,หลังจากที่ทุกท่านได้ใบ้ผมมาขนาดนี้ จึงจับใจความได้ว่า เค้าเรียนครูภาษาไทยปีสามถ้าผมโชคดี อาจจะได้เจอเค้าอีกครั้งครับแล้วจะซื้อนมไปฝาก เพื่อขอบคุณที่เตือนผมเรื่องถังขยะ ,2015-08-28 18:10:09,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,เจอเค้าก็แสดงตัวเลยครับ เค้าน่าจะรู้ตัวแล้ว 555 เจออีกครั้งอย่าปล่อยให้โอกาสผ่านไปอีกนะครับ เอาใจช่วยครับ,2015-08-28 19:46:25,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,เปิดเผยตัวตนเลยค่ะ มีคนรอช่วยตามหาเยอะ 😆 สู้ๆนะ,2015-08-28 19:59:57,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,ตอนนี้เจ้าตัวกำลังเขินอยู่ค่ะ,2015-08-28 20:02:25,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,หลังไมค์ได้นะคะ พอรู้จักน้องเค้า,2015-08-28 20:10:17,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,รักแรกพบแล้วคับ 5555,2015-08-28 23:28:10,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,เหมือนเจ้าตัวเค้าน่าจะรู้แล้วครับ : แอบสืบมา 555,2015-08-29 07:49:38,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,สตาฟคณะไหนค่าา,2015-08-30 23:39:48,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,สรุป จขกท ได้คุยกับ....หรือยัง,2015-08-31 14:53:15,https://pantip.com/topic/34109206
comment,ม.บูรพา ช่วยผมตามหาน้องผู้หญิงคนนึงทีครับ,วันนี้ได้คุยกันแล้ว ขอบคุณทุกคนมากครับ ,2015-09-02 17:04:07,https://pantip.com/topic/34109206
topic,เรียนศิลป์คอม แต่อยากเป็นโปรแกรมเมอร์,"แล้วคับ!!>< ""เรียนศิลป์คอมแล้วอยากเป็นโปรแกรมเมอร์ ควรไปต่อคณะอะไรดี?"" ตอนนี้เรียนเพียงแค่ ม.4 แต่ก็ได้วางแผนเรื่องที่สนใจไว้แล้ว จึงเริ่มคิดเรื่องเรียนต่อ แต่ก็กังวลตรงที่เราเรียนศิลป์คอม ไม่ได้เรียนวิทย์คอม จะเรียนเป็นโปรแกรมเมอร์ได้รึเปล่า? แล้วถ้าเรียนได้",2015-06-28 12:58:11,https://pantip.com/topic/33847609
comment,เรียนศิลป์คอม แต่อยากเป็นโปรแกรมเมอร์,ครับ ไม่ใช่ คับ   เรียนได้   ต้องขยันเพิ่มเติมถ้าอยากเป็น โปรแกรมเมอร์ เรียนต่อ คณะสารสนเทศศาสตร์ หรือ เทคโนโลยีสารสนเทศ คณะวิทยาศาสตร์และเทคโนโลยี คณะวิทยาศาสตร์ คณะวิทยาการสารสนเทศ คณะวิทยาศาสตร์และศิลปศาสตร์ คณะวิทยาศาสตร์และสังคมศาสตร์เรียนต่อ คอมพิวเตอร์ หลักสูตรวิทยาศาสตรแต่ละ   คณะ   สาขา   ภาควิชา   เน้นคนละด้านน้อง   ต้องหาตัวเองให้พบ   ถนัดอะไร   ไม่ถนัดอะไร   บุคลิกภาพ   เป็น   อย่างไร   เรียนจบแล้วอยากทำงานเกี่ยวกับอะไรแล้วเลือกเรียนในสิ่งที่ใช่ทำในสิ่งที่ชอบแล้วจะมีความสุขในการเรียนบางคนคิดว่า   ถนัด   พอมาเรียนจริง   ๆ   เรียน   ไม่ไหว   ไม่ได้   ทุก ปี   ทุก มหาวิทยาลัย   มี ย้าย   คณะ   สาขา   ภาควิชาภาษา   ใช้ในการเรียน   ต่อ   และ   การทำงานถ้า   ถนัด   เขียนโปรแกรม   สาขา   ภาควิชา   คอมพิวเตอร์ถ้า   ถนัด   ออกแบบ   พัฒนาเกม   สาขา   ภาควิชา   เกม   สาขา   ภาควิชา   เกม   ก็มีเรียน   เขียนโปรแกรมไม่ว่า   จะเขียนโปรแกรม   เกม   ต้องมี   ออกแบบ Design User Interface UIเขียนโปรแกรม   ต้องเก่ง   คณิตศาสตร์   ภาษาอังกฤษ E ด้วยถึงจะดีคอมพิวเตอร์   อ่านอย่างเดียวไม่ได้   ต้องปฏิบัติด้วย   เขียนโปรแกรม   อ่านให้เข้าใจ   ปิดหนังสือ เว็บไซต์ ลองตั้งโจทย์ ขึ้น มา เขียน ตามความเข้าใจของ เรา อย่า เขียน ตามหนังสือ เว็บไซต์ เพราะ หนังสือ เว็บไซต์ ก็ มีข้อผิดพลาด ถ้า เขียนโปรแกรม ตาม หนังสือ เว็บไซต์ แล้ว บอกว่า เขียนโปรแกรม เป็น ได้ ใคร ๆ ก็ เขียนโปรแกรม เป็น ได้ ต้อง แก้ไข โค้ด Edit Code เป็น ได้ โดย ไม่พึ่ง คนอื่น ต้อง ศึกษาค้นคว้าด้วยตัวเอง เป็น ได้ เพราะ ไม่มีใคร มานั่งชี้แนะ ได้ตลอดเวลา ก็ เหมาะ ที่จะเรียน สาขา ภาควิชา คอมพิวเตอร์คอมพิวเตอร์ทุกสาขา   ภาควิชาหนีการเขียนโปรแกรมไม่พ้น   คอมพิวเตอร์แต่ละสาขา   ภาควิชาเน้นคนละด้าน   คอมพิวเตอร์   หลักสูตรวิทยาศาสตร   จะมีหลายสาขา   ภาควิชาให้เลือกเรียนเยอะคอมพิวเตอร์ทุกสาขา   ภาควิชาจะเรียนเหมือนกัน   3   วิชา   ฐานข้อมูล Database   การสื่อสารข้อมูลและเครือข่าย Data Communication and Network   วิเคราะห์และออกแบบระบบ System Analysis And Design SA จะต่างกันตรง   ชื่อวิชา   รหัสวิชาคอมพิวเตอร์   หลักสูตรวิทยาศาสตร   จะเน้น   การเขียนโปรแกรมคอมพิวเตอร์   หลักสูตรวิทยาศาสตร   จะเน้น   การเขียนโปรแกรม   ภาษาจาวา   ภาษาจาวา   ต้องมีพื้นฐาน   ภาษาซีคอมพิวเตอร์   แต่ละ   มหาวิทยาลัย   จะอยู่ใน   คณะ   ที่แตกต่างกันไปคอมพิวเตอร์   แต่ละ   มหาวิทยาลัย   จะใช้ชื่อ   สาขา   ภาควิชา   ที่แตกต่างกันไปเกม   แต่ละ   มหาวิทยาลัย   จะอยู่ใน   คณะ   ที่แตกต่างกันไปเกม   แต่ละ   มหาวิทยาลัย   จะใช้ชื่อ   สาขา   ภาควิชา   ที่แตกต่างกันไปแนะนำ   มหาวิทยาลัยศรีปทุม http://www.spu.ac.thมหาวิทยาลัยศรีปทุม วิทยาเขตชลบุรี http://www.east.spu.ac.th/index2.phpคณะสารสนเทศศาสตร์ หรือ เทคโนโลยีสารสนเทศ http://www.east.spu.ac.th/it/depart_new/conspiracy_studies.php?type1แนะนำ มหาวิทยาลัยศรีปทุม ชลบุรี https://www.youtube.com/watch?vXW3OBMMWnzEมหาวิทยาลัยเกษตรศาสตร์ http://www.ku.ac.thมหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตศรีราชา http://www.ku.ac.th/web2012/index.php?cadms&mlinkmenu_th&time20120727111810&load&langthai&ip2&id131&page%C7%D4%B7%C2%D2%E0%A2%B5%C8%C3%D5%C3%D2%AA%D2&page1คณะวิทยาศาสตร์ http://www.sci.src.ku.ac.th/SCI/2015/index.html#แนะนำ ม.เกษตรศาสตร์ วิทยาเขตศรีราชา https://www.youtube.com/watch?v7g9ikeW5pCo,2015-06-28 13:53:43,https://pantip.com/topic/33847609
topic,"บันทึกการเดินทาง ของ ""นักศึกษาจบใหม่"" กับทางเลือกที่ต้องเลือกเดิน",สวัสดีครับ ขอแนะนำตัวก่อนครับ ผมเป็นนิสิตเพิ่งจบมาใหม่ครับ ผมเรียนอยู่สาขาวิชาวิศวกรรมซอฟต์แวร์ คณะวิทยาการสารสนเทศ มหาวิทยาลัยแห่งหนึ่งของภาคตะวันออก จบใหม่ครับ ไฟแรง เพื่อนๆก็หางานทำกันหมดแล้วครับ แต่ตัวผมยังไม่ได้เริ่มหา เพราะยังมัวแต่นั่งเพ้อ เรื่อง,2015-06-23 04:26:22,https://pantip.com/topic/33825492
comment,"บันทึกการเดินทาง ของ ""นักศึกษาจบใหม่"" กับทางเลือกที่ต้องเลือกเดิน",พี่คนคอนหวัน จบวิดวะโทรคม ลกบ. ห่างกะน้อง 34 ปี1. น้องพลาดเรื่องไปเที่ยวกะเพื่อน จริงๆ เรียนวิดวะ น่าจะมีเพื่อนแนวเฮ้วๆ เยอะอยุ่ น่าจะชวนกันเที่ยวเยอะๆ ไม่น่าปล่อยไว้จนกระทั่งแยกย้ายกันเลย  จบมานาน ตามตัวกันยากครับ2. ที่น้องจบช้าไม่ผิด และที่น้องทำงาน ตจว. เลยเปนปีแรกก็ไม่ผิด ถือว่าได้กลับไปใช้ชีวิตกะตัวเองเร็วกว่าหนุ่มวิศวกรกรุงเทพ ที่ใช้ชีวิตส่วนใหญ่ไปกะรถติด และใช้เงินเดือนแบบชนเดือนในเมืองที่ทุกอย่างคือค่าครองชีพแสนแพง3. ไม่รุ้ว่าตอนนี้น้องได้งานรึยัง แต่ถ้าได้ที่ยังไม่ใช่ ให้ทำไปก่อนจนกว่าจะได่งานที่ใช่ครับ แล้วค่อยเก็บเงินเก็บประสบการณ์ไว้กลับบ้าน.... สุดท้ายคนทุกคนก็ต้องดูแลคนที่เรารัก ไม่พ่อแม่ก็เมียและลูกเรา ... เอาใจช่วยครับ,2015-10-31 19:39:10,https://pantip.com/topic/33825492
topic,มหาวิทยาลัยศิลปากร วิทยาเขตสารสนเทศเพชรบุรี,สวัสดีครับ ผมเป็นนักเรียนที่กำลังจะเข้าศึกษาในคณะวิทยาการจัดการ ผมสงสัยครับว่า 1.ทำไมค่าเทอมของคณะนี้ถึงแพงกว่าคณะอื่นๆ ครับ 2.มีสิทธิพิเศษ หรืออะไรที่พิเศษกว่าคณะอื่นรึเปล่าครับ 3.ทำไมถึงจัดให้คณะวิทยาการจัดการอยู่ที่วิทยาเขตสารสนเทศเพชรบุรีครับ 4.ทำไม,2015-05-17 10:13:45,https://pantip.com/topic/33663186
comment,มหาวิทยาลัยศิลปากร วิทยาเขตสารสนเทศเพชรบุรี,ทำไมไม่ถามทาง มหาวิทยาลัยโดยตรงล่ะครับ,2015-05-17 13:05:56,https://pantip.com/topic/33663186
comment,มหาวิทยาลัยศิลปากร วิทยาเขตสารสนเทศเพชรบุรี,1.ทำไมค่าเทอมของคณะนี้ถึงแพงกว่าคณะอื่นๆ ครับ เพราะเป็นระบบเหมาจ่าย จะมีสาขาจัดการชุมชนอันเดียวที่เสียเป็นหน่วยกิต ซึ่งจะถูกกว่าสาขาอื่น2.มีสิทธิพิเศษ หรืออะไรที่พิเศษกว่าคณะอื่นรึเปล่าครับ ไม่ได้มีสิทธิพิเศษอะไรเหนือคณะอื่น ทุกอย่างเท่าเทียมกันหมด3.ทำไมถึงจัดให้คณะวิทยาการจัดการอยู่ที่วิทยาเขตสารสนเทศเพชรบุรีครับ อันนี้ไม่ทราบค่ะ4.ทำไมถึงไม่มีอาคารเป็นของคณะตัวเองครับ (เห็นว่าต้องใช้อาคารเรียนรวม 2 ตลอดเลย) ถึงแม้ว่าวิชาส่วนใหญ่จะเรียนที่เรียนรวม 2 แต่ก็มีวิชาจำนวนไม่น้อยที่เรียนที่เรียนรวม 1 แล้วถึงแม้ว่าจะชื่อว่าเป็นอาคารเรียนรวม 1 แต่หลาย ๆ คนก็ทราบกันดีว่าเรียนรวม 1 นั้นเปรียบเสมือนตึกคณะของจัดการก็ว่าได้ เพราะเท่าที่เห็นมีแต่จัดการเรียน หรือ มีคณะอื่นเรียนด้วยแต่ไม่ทราบ5.มีโครงการแลกเปลี่ยนนักศึกษาไปต่างประเทศรึเปล่าครับ โครงการแลกเปลี่ยนของคณะจัดการมีเยอะนะคะเท่าที่เห็น แล้วพวกโครงการดูงานต่างประเทศก็มีเยอะเช่นกัน เปิดให้สอบแข่งกันเฉพาะในคณะ6.จะมีการเปิดคณะใหม่ที่วิทยาเขตแห่งนี้ไหมครับ ไม่น่าจะมีค่ะ บางกระแสก็บอกว่าโบราณจะย้ายมา บางกระแสก็บอกว่าวิศวะสาขาใหม่จะมาเปิด แต่จนตอนนี้ก็ยังไม่เห็นเลย7.ผมอยากให้คณะวิทยาการจัดการมีหลักสูตรนานาชาติ ครับ หลักสูตรบริหารนานาชาติของศิลปากรก็มีอยู่แล้วค่ะ แต่เพียงแค่ไม่ได้สังกัดอยู่ในคณะวิทยาการจัดการ จะเป็นในส่วนของ SUIC8.จะมีการปรับขึ้นค่าเทอมอีกรึเปล่าครับ ไม่ทราบจริง ๆ แต่ถ้าจะปรับเพิ่มต้องมีการแจ้งล่วงหน้าแน่นอน9.ในเมื่อค่าเทอมสูงทำไมไม่ให้คณะวิทยาการจัดการย้ายไปวิทยาเขตเมืองทองธานี จะได้ดูเหมาะสมกับค่าเทอมและสถานที่ ละครับ เดิมทีคณะจัดการก็มีอยู่วิทยาเขตตลิ่งชันค่ะ แต่เปิดสอนในระดับ ป.โท ซึ่งป.ตรีจะมีโอกาสมาเมืองทองไหมก็คงต้องรอดูอีกที แต่คิดว่าคงยาก10. ถ้าไม่มีอะไรพิเศษกว่าคณะอื่นทำไมค่าเทอมถึงสูง เมื่อเทียบกับอักษรศาสตร์ ค่าเทอมถูกกว่า คุณภาพนักศึกษาเป็นที่ต้องการมากกว่าคณะวิทยาการจัดการ  ละครับ คงเป็นด้วยเพราะอาจารย์พิเศษ และด้วยความที่เป็นการเหมาจ่าย แต่ในฐานะที่เป็นคนนอกมองว่าคณะจัดการดูมีการเรียนการสอนที่ดี เห็นนักศึกษาทำโครงการเป็นเรื่องเป็นราวตลอดทั้งปี โดยเฉะาพอย่างยิ่ง สาขาการโรงแรม และ สาขาการท่องเที่ยว มีคุณภาพเทียบเท่าคนอื่นแน่นอน              ถึงแม้คณะการจัดการจะอยู่ที่เพชรบุรีแต่รับรองเลยว่ามันไม่ได้แน่อย่างที่คิดและจินตนาการแน่นอน คุณภาพของมหาวิทยาลัยและคณะอาจารย์ดีเทียบเท่าไม่แพ้ที่อื่นแน่นอน ถ้าจัดสินใจจะมาเรียนแล้ว ไม่ผิดหวังชัวร์ ๆ,2015-05-17 16:05:54,https://pantip.com/topic/33663186
comment,มหาวิทยาลัยศิลปากร วิทยาเขตสารสนเทศเพชรบุรี,"คือตอนแรกนี่ก้อคิดนะว่าทำไมถึงไม่มีคณะเป็นของตัวเอง,ค่าเทอมแพงแต่พอได้มาอยู่จิงๆ...ความคิดนั้นก้อจางหายไปตั้งแต่เมื่อไรก้อไม่รู้แต่สิ่งที่มาอยู่ในความคิดและความทรงจำของนี่แทนสิ่งที่หายไปกลับเป็นมิตรภาพ,ความเป็นพี่น้อง,ความเป็นศิลปากรนี่เชื่อนะว่าถ้า จขกท ได้มาอยู่ที่นี่จิงๆความคิดเหล่านั้นคงจางหายไป,แล้วเมื่อวันใดที่จะต้องจากม.ศิลปากรไปจิงๆวันนั้นแหละ จขกท คงต้องคิดถึงม.ศิลปากรไปอีกนานนนน",2015-05-21 11:30:05,https://pantip.com/topic/33663186
comment,มหาวิทยาลัยศิลปากร วิทยาเขตสารสนเทศเพชรบุรี,ตอบนะครับ จากนักศึกษาชั้นปี41. เพราะว่า คณะเรา เป็นแบบเหมาจ่าย คุณจะลงสัก50หน่วยกิต คุณก็จ่ายแค่นี้ครับ2. ถ้าคุณมาเรียนอย่างเดียวบอกเลยว่า ไม่มีอะไรแตกต่าง แต่ถ้าคุณจะมาเอากิจกรรม คณะเรา สามารถตอบโจทย์ในการอยากจัดกิจกรรมของคุณได้เสมอ คณะเราผลิตนักกิจกรรมตัวแม่เลยครับ3. อัยนี้ไม่แน่ใจนะครับ แต่อาจจะเป็นเพราะว่า วิทยาเขตสนามจันทร์หรือนครปฐม ไม่มีเนื้อที่เพียงพอต่อกาาขยายละครับ4. เราไม่มีครับ แต่รู้กันเองว่า รวม1ก็เหมือนของเรา5. มีครับ แล้วแต่สาขาและโครงการต่างๆ ต้องติดตามข้อมูลครับ6. เท่าที่ทราบ ยังไม่มีโครงการนะครับ แต่สาขาที่จะเปิดใหม่ในคณะมีแน่นอนครับ7. มีคณะที่เป็นหลักสูตรนานาชาติอยุ่แล้วครับ8. อันนี้ไม่ทราบครับ แต่คิดว่ายังไม่มี9. ผมว่าผู้บริหารของมหาวิทยาลัย น่าจะมีความสามารถพอในการจัดการนะครับ คงเห็นว่าอะไรสมควรไม่สมควร10. ผมไม่ขอตอบละกันนะครับ ว่าอะไรดีไม่ดียังไง คณะใคร ใครก็รัก จะบอกว่าคณะนุ้นดีกว่าคณะนี้ เป็นไปไม่ได้ ถ้าถามผม ผมก็ต้องบอกวิทยาการจัดการดีที่สุดในประเทศ เพราะคือ คณะที่ผมเรียน คณะที่ให้พี่ให้น้องให้เพื่อน ให้ทุกสิ่งทุกอย่างปีนี้ผมก็จะจบแล้ว ตอนเข้ามาก็เฟลที่มาอยู่กลางป่ากลางเขา แต่พอจะจบกลับไม่อยากจากที่นี่ไปไหนสะงั้นถ้าคุณอยากจะลองกล้าทำอะไรใหม่ๆ มาอบุ่กลางป่าเขาสักสี่ปี ให้ใจกะมัน รับรองคุณ จะติดใจที่นี่แน่ เพชรบุรีสุดยอดสุดแล้ว,2015-05-21 11:46:34,https://pantip.com/topic/33663186
comment,มหาวิทยาลัยศิลปากร วิทยาเขตสารสนเทศเพชรบุรี,ผมคนหนึ่งที่เรียนที่นี่ และจบมาก็เข้าทำงานที่นี่ บอกเลย รักที่นี่สุดๆ ถ้าคุณไม่ใช่เป็นคนหัวสูง อยู่ได้แน่นอนอ่อ และถ้าจะให้ไปอยู่ที่เมืองทอง บอกเลย ย้ายตัวน้องเองไปที่อื่นดีกว่าครับ ง่ายสุด...มีปัญหาอะไรสอบถามพี่ได้โดยตรงเลยนะครับ...,2015-05-21 12:07:05,https://pantip.com/topic/33663186
comment,มหาวิทยาลัยศิลปากร วิทยาเขตสารสนเทศเพชรบุรี,"ขอตอบด้วยคน 1.ทำไมค่าเทอมของคณะนี้ถึงแพงกว่าคณะอื่นๆ ครับ ระบบเหมาะจ่ายครับ ไปศึกษามาก่อนจะเข้าเรียน ไม่พอใจไปเรียนที่อื่นได้2.มีสิทธิพิเศษ หรืออะไรที่พิเศษกว่าคณะอื่นรึเปล่าครับ มีมากมายครับ สวัสดิการที่คณะฯ จัดให้ไม่ว่าจะเป็น ห้องไอสตูดิโอ ห้องMac ทุนการศึกษา ฯลฯ เยอะครับ เรียกว่าเป็นคณะฯ ที่ให้มากที่สุดในมหาวิทยาลัยนี้เลยก็ว่าได้ ลองศึกษาหาข้อมูลดูนะครับว่าจริงหรือไม่3.ทำไมถึงจัดให้คณะวิทยาการจัดการอยู่ที่วิทยาเขตสารสนเทศเพชรบุรีครับ ต้องถามผู้บริหารครับ แต่ที่ทราบมา คืออยู่มาแล้ว 13 ปีครับ ตอนนั้นคุณอายุเท่าไหร่ครับ4.ทำไมถึงไม่มีอาคารเป็นของคณะตัวเองครับ (เห็นว่าต้องใช้อาคารเรียนรวม 2 ตลอดเลย) อาคารเป็นของตัวเองไม่มี เพราะเป็นการบริหารแบบรวมศูนย์คือใช้อาคารร่วมกัน ส่วนไอซีที และสัตวศาสตร์ ที่เห็นมีตึก คืออาคารปฏิบัติการครับ เหมือนที่คณะวิทยาการจัดการ มีอาคารเรียนรวมและใช้ประโยชน์ทั้ง 4 ชั้น สำหรับห้องอาหาร ห้องกาแฟ ห้องเจ้าหน้าที่ ห้องอาจารย์ ห้องคอมของคณะฯ และโรงแรมห้องพักครับ 5.มีโครงการแลกเปลี่ยนนักศึกษาไปต่างประเทศรึเปล่าครับ คณะฯ ทำ MOU ไว้มากมาย ไม่ว่าจะเป็นเวียดนาม จีน เกาหลี (เท่าที่ทราบ) แต่ต้องเป็นคนเก่งครับ ภาษาต้องได้ และมีการเปิดให้นักศึกษาแข่งขันกัน ถ้าคุณคิดว่าคุณมีความสามารถ คำตอบคือ มีครับ6.จะมีการเปิดคณะใหม่ที่วิทยาเขตแห่งนี้ไหมครับ ใครจะทราบออนาคตครับ เหมือนผมถามว่าคุณจะได้เรียนที่นี่จนจบและรับปริญญามั้ย ? 7.ผมอยากให้คณะวิทยาการจัดการมีหลักสูตรนานาชาติ ครับ มีครับ หลักสูตรนานาชาติ ซึ่งคณะฯ รับมาดูแล ค่าเทอมแพงกว่าด้วยครับ8.จะมีการปรับขึ้นค่าเทอมอีกรึเปล่าครับ ใครจะทราบออนาคตครับ (อีกแล้ว) แต่ค่าเทอมราคานี้มาตั้งแต่เปิดคณะฯครับ9.ในเมื่อค่าเทอมสูงทำไมไม่ให้คณะวิทยาการจัดการย้ายไปวิทยาเขตเมืองทองธานี จะได้ดูเหมาะสมกับค่าเทอมและสถานที่ ละครับ ค่าเทอมสูงแล้วทำไมต้องย้ายไปที่เมืองทองธานี มันเหมาะสมกว่ายังไงครับ ช่วยอธิบายตรรกะนี้หน่อยครับ อย่างที่บอก อยู่ที่นี่มาแล้ว 13 ปี มีบัณฑิตสำเร็จการศึกษา และมีงานทำดีๆทุกปีครับ10. ถ้าไม่มีอะไรพิเศษกว่าคณะอื่นทำไมค่าเทอมถึงสูง เมื่อเทียบกับอักษรศาสตร์ ค่าเทอมถูกกว่า คุณภาพนักศึกษาเป็นที่ต้องการมากกว่าคณะวิทยาการจัดการ  ละครับ ขอทราบที่มาของสถิติ และขยายความ ที่ว่า ""คุณภาพนักศึกษาเป็นที่ต้องการมากว่า"" หน่อยครับ ส่วนค่าเทอมสูงแจ้งไปแล้วครับที่นี่ ที่ศิลปากร ไม่ใช่นคร แห่งเมืองสวรรค์ !!!",2015-05-21 12:21:27,https://pantip.com/topic/33663186
comment,มหาวิทยาลัยศิลปากร วิทยาเขตสารสนเทศเพชรบุรี,ข้อเสียอย่างนึงคือ สังคมกลุ่มเดียวครับอยู่แต่ในมหาลัย รู้จักกันแค่นั้น สถานที่พบปะ กิจกรรม ค่อนข้างโดดเดี่ยวกิจกรรมต่างมหาลัยหรือต่างคณะแทบบจะไม่มี(นอกเขตเพรชบุรี)ทำให้ไม่ค่อยรู้จักคนสักเท่าไหร่ ปล.สถานที่เที่ยวก็ไม่ค่อยมีเมื่อไปอยู่ตรงนั้น 4 ปี   ปีแรกก็เที่ยวครบแล้วครับบ,2015-05-21 12:38:16,https://pantip.com/topic/33663186
comment,มหาวิทยาลัยศิลปากร วิทยาเขตสารสนเทศเพชรบุรี,วิทยาเขตเมืองทองธานี  เพิ่งจะซื้อที่ไว้ ยังไ ม่ทันได้สร้างตึกเลยมั่งคะ น้อง,2015-05-21 13:18:17,https://pantip.com/topic/33663186
comment,มหาวิทยาลัยศิลปากร วิทยาเขตสารสนเทศเพชรบุรี,ย้ายที่เรียนไมคะน้อง ,2015-05-21 13:36:20,https://pantip.com/topic/33663186
